"","SourceFile","FileName","FileSize","Model","DateTimeOriginal","ImageSize","FocalLength","ShutterSpeed","Aperture","ISO","WhiteBalance","Flash","Event"
"1856","./23_24_SH_0008.JPG","23_24_SH_0008.JPG","852 kB","BTC5HDP",2019-09-22 03:15:16,"2000x1111","42.0 mm","1/38",2.4,100,"Unknown (288)","Auto, Fired",20
"1860","./23_24_SH_0009.JPG","23_24_SH_0009.JPG","855 kB","BTC5HDP",2019-09-22 03:15:18,"2000x1111","42.0 mm","1/38",2.4,100,"Unknown (288)","Auto, Fired",20
"1862","./23_24_SH_0010.JPG","23_24_SH_0010.JPG","876 kB","BTC5HDP",2019-09-22 10:55:11,"2000x1111","42.0 mm","1/41",2.4,100,"Unknown (288)","Auto, Did not fire",21
"1866","./23_24_SH_0011.JPG","23_24_SH_0011.JPG","876 kB","BTC5HDP",2019-09-22 10:55:13,"2000x1111","42.0 mm","1/41",2.4,100,"Unknown (288)","Auto, Did not fire",21
"1869","./23_24_SH_0012.JPG","23_24_SH_0012.JPG","875 kB","BTC5HDP",2019-09-22 10:55:15,"2000x1111","42.0 mm","1/41",2.4,100,"Unknown (288)","Auto, Did not fire",21
"25","./30_17_DON_0013.JPG","30_17_DON_0013.JPG","842 kB","BTC5HDP",2019-09-22 15:19:50,"2000x1111","42.0 mm","1/52",2.4,100,"Unknown (288)","Auto, Did not fire",22
"27","./30_17_DON_0014.JPG","30_17_DON_0014.JPG","839 kB","BTC5HDP",2019-09-22 15:19:52,"2000x1111","42.0 mm","1/52",2.4,100,"Unknown (288)","Auto, Did not fire",22
"29","./30_17_DON_0015.JPG","30_17_DON_0015.JPG","840 kB","BTC5HDP",2019-09-22 15:19:54,"2000x1111","42.0 mm","1/52",2.4,100,"Unknown (288)","Auto, Did not fire",22
"1644","./02_07_SH_000010.JPG","02_07_SH_000010.JPG","874 kB","",2019-09-22 16:19:43,"2000x1500","","0",2.8,100,"","No Flash",23
"1649","./02_07_SH_000011.JPG","02_07_SH_000011.JPG","876 kB","",2019-09-22 16:19:44,"2000x1500","","0",2.8,100,"","No Flash",23
"1827","./02_07_SH_000012.JPG","02_07_SH_000012.JPG","876 kB","",2019-09-22 16:19:44,"2000x1500","","0",2.8,100,"","No Flash",23
"2168","./15_06_SH_000016.JPG","15_06_SH_000016.JPG","869 kB","",2019-09-22 21:45:16,"2000x1500","","0",2.8,100,"","No Flash",24
"2169","./15_06_SH_000017.JPG","15_06_SH_000017.JPG","865 kB","",2019-09-22 21:45:17,"2000x1500","","0",2.8,100,"","No Flash",24
"2173","./15_06_SH_000018.JPG","15_06_SH_000018.JPG","863 kB","",2019-09-22 21:45:18,"2000x1500","","0",2.8,100,"","No Flash",24
"31","./30_17_DON_0016.JPG","30_17_DON_0016.JPG","855 kB","BTC5HDP",2019-09-23 03:46:20,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",25
"33","./30_17_DON_0017.JPG","30_17_DON_0017.JPG","779 kB","BTC5HDP",2019-09-23 03:46:23,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",25
"35","./30_17_DON_0018.JPG","30_17_DON_0018.JPG","800 kB","BTC5HDP",2019-09-23 03:46:25,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",25
"37","./30_17_DON_0019.JPG","30_17_DON_0019.JPG","778 kB","BTC5HDP",2019-09-23 03:50:39,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",26
"39","./30_17_DON_0020.JPG","30_17_DON_0020.JPG","763 kB","BTC5HDP",2019-09-23 03:50:42,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",26
"41","./30_17_DON_0021.JPG","30_17_DON_0021.JPG","868 kB","BTC5HDP",2019-09-23 03:50:44,"2000x1111","42.0 mm","1/20",2.4,100,"Unknown (288)","Auto, Fired",26
"856","./28_01_SH_0013.JPG","28_01_SH_0013.JPG","861 kB","BTC5HDP",2019-09-23 08:20:11,"2000x1111","42.0 mm","1/30",2.4,100,"Unknown (288)","Auto, Fired",27
"888","./28_01_SH_0014.JPG","28_01_SH_0014.JPG","824 kB","BTC5HDP",2019-09-23 08:20:13,"2000x1111","42.0 mm","1/83",2.4,100,"Unknown (288)","Auto, Fired",27
"920","./28_01_SH_0015.JPG","28_01_SH_0015.JPG","816 kB","BTC5HDP",2019-09-23 08:20:15,"2000x1111","42.0 mm","1/87",2.4,100,"Unknown (288)","Auto, Fired",27
"950","./28_01_SH_0016.JPG","28_01_SH_0016.JPG","736 kB","BTC5HDP",2019-09-23 08:21:16,"2000x1111","42.0 mm","1/38",2.4,100,"Unknown (288)","Auto, Fired",28
"966","./28_01_SH_0017.JPG","28_01_SH_0017.JPG","750 kB","BTC5HDP",2019-09-23 08:21:18,"2000x1111","42.0 mm","1/36",2.4,100,"Unknown (288)","Auto, Fired",28
"984","./28_01_SH_0018.JPG","28_01_SH_0018.JPG","735 kB","BTC5HDP",2019-09-23 08:21:20,"2000x1111","42.0 mm","1/38",2.4,100,"Unknown (288)","Auto, Fired",28
"1000","./28_01_SH_0019.JPG","28_01_SH_0019.JPG","827 kB","BTC5HDP",2019-09-23 17:57:26,"2000x1111","42.0 mm","1/15",2.4,400,"Unknown (288)","Auto, Did not fire",29
"1016","./28_01_SH_0020.JPG","28_01_SH_0020.JPG","825 kB","BTC5HDP",2019-09-23 17:57:28,"2000x1111","42.0 mm","1/15",2.4,400,"Unknown (288)","Auto, Did not fire",29
"1034","./28_01_SH_0021.JPG","28_01_SH_0021.JPG","827 kB","BTC5HDP",2019-09-23 17:57:30,"2000x1111","42.0 mm","1/15",2.4,400,"Unknown (288)","Auto, Did not fire",29
"1050","./28_01_SH_0022.JPG","28_01_SH_0022.JPG","860 kB","BTC5HDP",2019-09-23 17:58:32,"2000x1111","42.0 mm","1/15",2.4,400,"Unknown (288)","Auto, Did not fire",30
"1066","./28_01_SH_0023.JPG","28_01_SH_0023.JPG","837 kB","BTC5HDP",2019-09-23 17:58:34,"2000x1111","42.0 mm","1/15",2.4,400,"Unknown (288)","Auto, Did not fire",30
"1082","./28_01_SH_0024.JPG","28_01_SH_0024.JPG","878 kB","BTC5HDP",2019-09-23 17:58:36,"2000x1111","42.0 mm","1/15",2.4,400,"Unknown (288)","Auto, Did not fire",30
"1830","./02_07_SH_000013.JPG","02_07_SH_000013.JPG","867 kB","",2019-09-23 21:07:06,"2000x1500","","0",2.8,100,"","No Flash",31
"1833","./02_07_SH_000014.JPG","02_07_SH_000014.JPG","865 kB","",2019-09-23 21:07:07,"2000x1500","","0",2.8,100,"","No Flash",31
"1837","./02_07_SH_000015.JPG","02_07_SH_000015.JPG","862 kB","",2019-09-23 21:07:07,"2000x1500","","0",2.8,100,"","No Flash",31
"43","./30_17_DON_0022.JPG","30_17_DON_0022.JPG","789 kB","BTC5HDP",2019-09-23 21:55:57,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",32
"45","./30_17_DON_0023.JPG","30_17_DON_0023.JPG","682 kB","BTC5HDP",2019-09-23 21:55:59,"2000x1111","42.0 mm","1/52",2.4,100,"Unknown (288)","Auto, Fired",32
"47","./30_17_DON_0024.JPG","30_17_DON_0024.JPG","751 kB","BTC5HDP",2019-09-23 21:56:01,"2000x1111","42.0 mm","1/24",2.4,100,"Unknown (288)","Auto, Fired",32
"49","./30_17_DON_0025.JPG","30_17_DON_0025.JPG","736 kB","BTC5HDP",2019-09-24 01:38:45,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",33
"51","./30_17_DON_0026.JPG","30_17_DON_0026.JPG","722 kB","BTC5HDP",2019-09-24 01:38:47,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",33
"53","./30_17_DON_0027.JPG","30_17_DON_0027.JPG","824 kB","BTC5HDP",2019-09-24 01:38:49,"2000x1111","42.0 mm","1/20",2.4,100,"Unknown (288)","Auto, Fired",33
"1098","./28_01_SH_0025.JPG","28_01_SH_0025.JPG","840 kB","BTC5HDP",2019-09-24 08:06:27,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",34
"1114","./28_01_SH_0026.JPG","28_01_SH_0026.JPG","835 kB","BTC5HDP",2019-09-24 08:06:30,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",34
"1130","./28_01_SH_0027.JPG","28_01_SH_0027.JPG","878 kB","BTC5HDP",2019-09-24 08:06:32,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",34
"1146","./28_01_SH_0028.JPG","28_01_SH_0028.JPG","841 kB","BTC5HDP",2019-09-24 09:28:29,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",35
"1162","./28_01_SH_0029.JPG","28_01_SH_0029.JPG","838 kB","BTC5HDP",2019-09-24 09:28:31,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",35
"1178","./28_01_SH_0030.JPG","28_01_SH_0030.JPG","838 kB","BTC5HDP",2019-09-24 09:28:33,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",35
"1873","./23_24_SH_0013.JPG","23_24_SH_0013.JPG","869 kB","BTC5HDP",2019-09-24 09:38:00,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",36
"1876","./23_24_SH_0014.JPG","23_24_SH_0014.JPG","874 kB","BTC5HDP",2019-09-24 09:38:02,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",36
"1878","./23_24_SH_0015.JPG","23_24_SH_0015.JPG","873 kB","BTC5HDP",2019-09-24 09:38:04,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",36
"1194","./28_01_SH_0031.JPG","28_01_SH_0031.JPG","849 kB","BTC5HDP",2019-09-24 10:44:02,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",37
"1210","./28_01_SH_0032.JPG","28_01_SH_0032.JPG","845 kB","BTC5HDP",2019-09-24 10:44:05,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",37
"1226","./28_01_SH_0033.JPG","28_01_SH_0033.JPG","845 kB","BTC5HDP",2019-09-24 10:44:07,"2000x1111","42.0 mm","1/15",2.4,200,"Unknown (288)","Auto, Did not fire",37
"1242","./28_01_SH_0034.JPG","28_01_SH_0034.JPG","834 kB","BTC5HDP",2019-09-24 12:46:59,"2000x1111","42.0 mm","1/47",2.4,100,"Unknown (288)","Auto, Did not fire",38
"1348","./28_01_SH_0035.JPG","28_01_SH_0035.JPG","834 kB","BTC5HDP",2019-09-24 12:47:01,"2000x1111","42.0 mm","1/47",2.4,100,"Unknown (288)","Auto, Did not fire",38
"1352","./28_01_SH_0036.JPG","28_01_SH_0036.JPG","832 kB","BTC5HDP",2019-09-24 12:47:03,"2000x1111","42.0 mm","1/47",2.4,100,"Unknown (288)","Auto, Did not fire",38
"1356","./28_01_SH_0037.JPG","28_01_SH_0037.JPG","848 kB","BTC5HDP",2019-09-24 14:39:38,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",39
"1360","./28_01_SH_0038.JPG","28_01_SH_0038.JPG","848 kB","BTC5HDP",2019-09-24 14:39:40,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",39
"1364","./28_01_SH_0039.JPG","28_01_SH_0039.JPG","848 kB","BTC5HDP",2019-09-24 14:39:42,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",39
"1368","./28_01_SH_0040.JPG","28_01_SH_0040.JPG","841 kB","BTC5HDP",2019-09-24 16:15:24,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",40
"1372","./28_01_SH_0041.JPG","28_01_SH_0041.JPG","840 kB","BTC5HDP",2019-09-24 16:15:27,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",40
"1376","./28_01_SH_0042.JPG","28_01_SH_0042.JPG","839 kB","BTC5HDP",2019-09-24 16:15:29,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",40
"1380","./28_01_SH_0043.JPG","28_01_SH_0043.JPG","847 kB","BTC5HDP",2019-09-24 16:35:57,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",41
"1384","./28_01_SH_0044.JPG","28_01_SH_0044.JPG","848 kB","BTC5HDP",2019-09-24 16:35:59,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",41
"1388","./28_01_SH_0045.JPG","28_01_SH_0045.JPG","847 kB","BTC5HDP",2019-09-24 16:36:01,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",41
"385","./14_25_DON_000004.JPG","14_25_DON_000004.JPG","722 kB","",2019-09-24 17:44:06,"2000x1500","","0",2.8,100,"","No Flash",42
"387","./14_25_DON_000005.JPG","14_25_DON_000005.JPG","721 kB","",2019-09-24 17:44:06,"2000x1500","","0",2.8,100,"","No Flash",42
"389","./14_25_DON_000006.JPG","14_25_DON_000006.JPG","721 kB","",2019-09-24 17:44:07,"2000x1500","","0",2.8,100,"","No Flash",42
"1838","./02_07_SH_000016.JPG","02_07_SH_000016.JPG","837 kB","",2019-09-24 18:18:12,"2000x1500","","0",2.8,100,"","No Flash",43
"1841","./02_07_SH_000017.JPG","02_07_SH_000017.JPG","836 kB","",2019-09-24 18:18:13,"2000x1500","","0",2.8,100,"","No Flash",43
"1844","./02_07_SH_000018.JPG","02_07_SH_000018.JPG","834 kB","",2019-09-24 18:18:13,"2000x1500","","0",2.8,100,"","No Flash",43
"1392","./28_01_SH_0046.JPG","28_01_SH_0046.JPG","864 kB","BTC5HDP",2019-09-25 12:45:14,"2000x1111","42.0 mm","1/60",2.4,100,"Unknown (288)","Auto, Did not fire",44
"1396","./28_01_SH_0047.JPG","28_01_SH_0047.JPG","859 kB","BTC5HDP",2019-09-25 12:45:16,"2000x1111","42.0 mm","1/67",2.4,100,"Unknown (288)","Auto, Did not fire",44
"1400","./28_01_SH_0048.JPG","28_01_SH_0048.JPG","857 kB","BTC5HDP",2019-09-25 12:45:17,"2000x1111","42.0 mm","1/67",2.4,100,"Unknown (288)","Auto, Did not fire",44
"1880","./23_24_SH_0016.JPG","23_24_SH_0016.JPG","855 kB","BTC5HDP",2019-09-25 12:59:59,"2000x1111","42.0 mm","1/79",2.4,100,"Unknown (288)","Auto, Did not fire",45
"1884","./23_24_SH_0017.JPG","23_24_SH_0017.JPG","850 kB","BTC5HDP",2019-09-25 13:00:01,"2000x1111","42.0 mm","1/87",2.4,100,"Unknown (288)","Auto, Did not fire",45
"1885","./23_24_SH_0018.JPG","23_24_SH_0018.JPG","850 kB","BTC5HDP",2019-09-25 13:00:03,"2000x1111","42.0 mm","1/87",2.4,100,"Unknown (288)","Auto, Did not fire",45
"1404","./28_01_SH_0049.JPG","28_01_SH_0049.JPG","870 kB","BTC5HDP",2019-09-25 15:13:48,"2000x1111","42.0 mm","1/50",2.4,100,"Unknown (288)","Auto, Did not fire",46
"1408","./28_01_SH_0050.JPG","28_01_SH_0050.JPG","870 kB","BTC5HDP",2019-09-25 15:13:50,"2000x1111","42.0 mm","1/52",2.4,100,"Unknown (288)","Auto, Did not fire",46
"1412","./28_01_SH_0051.JPG","28_01_SH_0051.JPG","869 kB","BTC5HDP",2019-09-25 15:13:52,"2000x1111","42.0 mm","1/52",2.4,100,"Unknown (288)","Auto, Did not fire",46
"1846","./02_07_SH_000019.JPG","02_07_SH_000019.JPG","714 kB","",2019-09-25 18:49:45,"2000x1500","","0",2.8,100,"","No Flash",47
"2123","./02_07_SH_000020.JPG","02_07_SH_000020.JPG","870 kB","",2019-09-25 18:49:46,"2000x1500","","0",2.8,100,"","No Flash",47
"2131","./02_07_SH_000021.JPG","02_07_SH_000021.JPG","871 kB","",2019-09-25 18:49:47,"2000x1500","","0",2.8,100,"","No Flash",47
"55","./30_17_DON_0028.JPG","30_17_DON_0028.JPG","869 kB","BTC5HDP",2019-09-26 00:22:48,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",48
"57","./30_17_DON_0029.JPG","30_17_DON_0029.JPG","774 kB","BTC5HDP",2019-09-26 00:22:50,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",48
"59","./30_17_DON_0030.JPG","30_17_DON_0030.JPG","783 kB","BTC5HDP",2019-09-26 00:22:52,"2000x1111","42.0 mm","1/20",2.4,200,"Unknown (288)","Auto, Fired",48
"1416","./28_01_SH_0052.JPG","28_01_SH_0052.JPG","874 kB","BTC5HDP",2019-09-26 13:26:21,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",49
"1420","./28_01_SH_0053.JPG","28_01_SH_0053.JPG","874 kB","BTC5HDP",2019-09-26 13:26:23,"2000x1111","42.0 mm","1/40",2.4,200,"Unknown (288)","Auto, Did not fire",49
