SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
./06_05_DEG_001727.JPG,06_05_DEG_001727.JPG,822 kB,,2019:09:28 08:51:17,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0057.JPG,33_38_DEG_0057.JPG,869 kB,BTC5HDP,2019:10:09 13:10:05,2000x1111,42.0 mm,1/50,2.4,100,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001968.JPG,06_05_DEG_001968.JPG,822 kB,,2019:09:28 11:02:24,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001728.JPG,06_05_DEG_001728.JPG,822 kB,,2019:09:28 08:51:17,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001729.JPG,06_05_DEG_001729.JPG,835 kB,,2019:09:28 08:52:56,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0058.JPG,33_38_DEG_0058.JPG,836 kB,BTC5HDP,2019:10:10 14:16:45,2000x1111,42.0 mm,1/40,2.4,100,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001972.JPG,06_05_DEG_001972.JPG,875 kB,,2019:09:28 11:05:38,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001730.JPG,06_05_DEG_001730.JPG,834 kB,,2019:09:28 08:52:57,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001975.JPG,06_05_DEG_001975.JPG,866 kB,,2019:09:28 11:07:16,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0060.JPG,33_38_DEG_0060.JPG,835 kB,BTC5HDP,2019:10:10 14:16:49,2000x1111,42.0 mm,1/40,2.4,100,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001731.JPG,06_05_DEG_001731.JPG,833 kB,,2019:09:28 08:52:57,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0061.JPG,33_38_DEG_0061.JPG,820 kB,BTC5HDP,2019:10:11 03:52:37,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001982.JPG,06_05_DEG_001982.JPG,861 kB,,2019:09:28 11:10:35,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001732.JPG,06_05_DEG_001732.JPG,829 kB,,2019:09:28 08:54:34,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0062.JPG,33_38_DEG_0062.JPG,780 kB,BTC5HDP,2019:10:11 03:52:39,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001988.JPG,06_05_DEG_001988.JPG,871 kB,,2019:09:28 11:13:51,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001734.JPG,06_05_DEG_001734.JPG,828 kB,,2019:09:28 08:54:35,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0063.JPG,33_38_DEG_0063.JPG,774 kB,BTC5HDP,2019:10:11 03:52:41,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001991.JPG,06_05_DEG_001991.JPG,844 kB,,2019:09:28 11:15:38,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001735.JPG,06_05_DEG_001735.JPG,851 kB,,2019:09:28 08:56:12,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001992.JPG,06_05_DEG_001992.JPG,844 kB,,2019:09:28 11:15:38,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001736.JPG,06_05_DEG_001736.JPG,850 kB,,2019:09:28 08:56:12,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0065.JPG,33_38_DEG_0065.JPG,862 kB,BTC5HDP,2019:10:11 17:02:05,2000x1111,42.0 mm,1/40,2.4,200,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001993.JPG,06_05_DEG_001993.JPG,873 kB,,2019:09:28 11:17:31,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001737.JPG,06_05_DEG_001737.JPG,849 kB,,2019:09:28 08:56:13,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0066.JPG,33_38_DEG_0066.JPG,861 kB,BTC5HDP,2019:10:11 17:02:07,2000x1111,42.0 mm,1/40,2.4,200,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001997.JPG,06_05_DEG_001997.JPG,828 kB,,2019:09:28 11:19:19,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001738.JPG,06_05_DEG_001738.JPG,828 kB,,2019:09:28 08:57:49,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0067.JPG,33_38_DEG_0067.JPG,792 kB,BTC5HDP,2019:10:14 01:02:43,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./33_38_DEG_0068.JPG,33_38_DEG_0068.JPG,860 kB,BTC5HDP,2019:10:14 01:02:45,2000x1111,42.0 mm,1/22,2.4,100,Unknown (288),"Auto, Fired"
