,Image1,DateTimeOriginal,ForestName,Camera ,Camera_Trap_Days,Date_Out,Date_Checked,choice
173,22_18_WF_0043.JPG,12/3/18 7:19,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
174,17_24_BC_000091.JPG,12/3/18 9:53,BC,17,109,18/11/15,19/03/04,SQUIRRELGRAY
175,11_13_BC_000079.JPG,12/3/18 13:10,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
176,17_24_BC_000094.JPG,12/3/18 14:02,BC,17,109,18/11/15,19/03/04,SQUIRRELGRAY
177,17_24_BC_000097.JPG,12/3/18 14:44,BC,17,109,18/11/15,19/03/04,SQUIRRELGRAY
178,24_04_BC_0073.JPG,12/3/18 16:48,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
179,29_19_DEG_0028.JPG,12/3/18 18:33,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
180,29_19_DEG_0031.JPG,12/3/18 18:34,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
181,29_19_DEG_0034.JPG,12/4/18 0:28,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
182,24_04_BC_0076.JPG,12/4/18 2:31,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
183,33_01_WF_0037.JPG,12/4/18 2:57,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
184,24_04_BC_0079.JPG,12/4/18 3:03,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
185,33_01_WF_0040.JPG,12/4/18 3:24,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
186,21_21_DON_0006.JPG,12/4/18 5:30,DON,21,94,18/11/26,19/02/28,NOTHINGHERE
187,17_24_BC_000100.JPG,12/4/18 6:43,BC,17,109,18/11/15,19/03/04,SOMETHINGHERE
188,22_18_WF_0046.JPG,12/4/18 7:32,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
189,22_18_WF_0049.JPG,12/4/18 8:19,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
190,23_03_SH_0028.JPG,12/4/18 13:33,SH,23,89,18/11/14,19/02/11,SQUIRRELGRAY
191,15_14_DEG_000004.JPG,12/4/18 18:54,DEG,15,73,18/11/26,19/02/07,DEERWHITETAILED
192,15_14_DEG_000007.JPG,12/4/18 18:57,DEG,15,73,18/11/26,19/02/07,DEERWHITETAILED
193,33_01_WF_0043.JPG,12/4/18 19:24,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
194,33_01_WF_0046.JPG,12/4/18 19:27,WF,33,75,18/11/17,19/01/31,NOTHINGHERE
195,33_01_WF_0049.JPG,12/4/18 19:31,WF,33,75,18/11/17,19/01/31,SOMETHINGHERE
196,24_04_BC_0082.JPG,12/5/18 1:24,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
197,24_04_BC_0085.JPG,12/5/18 1:26,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
198,33_01_WF_0052.JPG,12/5/18 6:30,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
199,22_18_WF_0052.JPG,12/5/18 6:58,WF,22,75,18/11/17,19/01/31,FISHER
200,24_04_BC_0088.JPG,12/5/18 7:21,BC,24,109,18/11/15,19/03/04,DEERWHITETAILED
201,15_14_DEG_000013.JPG,12/5/18 13:58,DEG,15,73,18/11/26,19/02/07,HUMAN
202,11_13_BC_000082.JPG,12/5/18 17:30,BC,11,109,18/11/15,19/03/04,PORCUPINE
203,04_26_WF_000019.JPG,12/5/18 20:03,WF,4,75,18/11/17,19/01/31,DEERWHITETAILED
204,04_26_WF_000022.JPG,12/5/18 20:07,WF,4,75,18/11/17,19/01/31,DEERWHITETAILED
205,29_19_DEG_0037.JPG,12/6/18 7:32,DEG,29,73,18/11/26,19/02/07,SQUIRRELGRAY
206,33_01_WF_0055.JPG,12/6/18 9:03,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
207,17_24_BC_000103.JPG,12/6/18 16:22,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
208,29_19_DEG_0040.JPG,12/6/18 18:50,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
209,31_06_WHIP_0007.JPG,12/7/18 2:38,WHIP,31,36,18/12/19,19/01/24,NOTHINGHERE
210,17_24_BC_000106.JPG,12/7/18 8:25,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
211,17_24_BC_000109.JPG,12/7/18 8:27,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
212,11_13_BC_000085.JPG,12/7/18 8:32,BC,11,109,18/11/15,19/03/04,NOTHINGHERE
213,22_18_WF_0055.JPG,12/7/18 8:40,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
214,22_18_WF_0058.JPG,12/7/18 8:41,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
215,17_24_BC_000112.JPG,12/7/18 9:49,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
216,17_24_BC_000115.JPG,12/7/18 9:50,BC,17,109,18/11/15,19/03/04,NOTHINGHERE
217,17_24_BC_000118.JPG,12/7/18 14:39,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
218,23_03_SH_0031.JPG,12/7/18 18:56,SH,23,89,18/11/14,19/02/11,FOXRED
219,33_01_WF_0058.JPG,12/7/18 19:26,WF,33,75,18/11/17,19/01/31,NOTHINGHERE
220,31_06_WHIP_0010.JPG,12/7/18 20:59,WHIP,31,36,18/12/19,19/01/24,NOTHINGHERE
